Question,Correct Answer
Average income in Jefferson County,43409.0
Poverty rate in Jefferson County,14.3
Unemployment rate in Jefferson County,6.5
Total population in Jefferson County,3734
Average income in Jefferson County,58378.0
Poverty rate in Jefferson County,7.4
Unemployment rate in Jefferson County,7.9
Total population in Jefferson County,3715
Average income in Jefferson County,77827.0
Poverty rate in Jefferson County,13.1
Unemployment rate in Jefferson County,13.4
Total population in Jefferson County,4337
Average income in Jefferson County,52225.0
Poverty rate in Jefferson County,12.2
Unemployment rate in Jefferson County,6.2
Total population in Jefferson County,3329
Average income in Jefferson County,49327.0
Poverty rate in Jefferson County,12.6
Unemployment rate in Jefferson County,3.0
Total population in Jefferson County,4673
Average income in Jefferson County,46051.0
Poverty rate in Jefferson County,21.8
Unemployment rate in Jefferson County,10.1
Total population in Jefferson County,12771
Average income in Jefferson County,82036.0
Poverty rate in Jefferson County,5.5
Unemployment rate in Jefferson County,3.0
Total population in Jefferson County,9922
Average income in Jefferson County,93797.0
Poverty rate in Jefferson County,3.8
Unemployment rate in Jefferson County,1.7
Total population in Jefferson County,2614
Average income in Jefferson County,38750.0
Poverty rate in Jefferson County,25.9
Unemployment rate in Jefferson County,9.9
Total population in Jefferson County,7732
Average income in Jefferson County,74883.0
Poverty rate in Jefferson County,9.2
Unemployment rate in Jefferson County,2.4
Total population in Jefferson County,5642
Average income in Jefferson County,84393.0
Poverty rate in Jefferson County,9.6
Unemployment rate in Jefferson County,1.3
Total population in Jefferson County,4167
Average income in Jefferson County,58750.0
Poverty rate in Jefferson County,15.8
Unemployment rate in Jefferson County,6.0
Total population in Jefferson County,5905
Average income in Jefferson County,109458.0
Poverty rate in Jefferson County,3.7
Unemployment rate in Jefferson County,2.4
Total population in Jefferson County,3537
Average income in Jefferson County,59987.0
Poverty rate in Jefferson County,6.8
Unemployment rate in Jefferson County,4.6
Total population in Jefferson County,3341
Average income in Jefferson County,79161.0
Poverty rate in Jefferson County,2.1
Unemployment rate in Jefferson County,5.9
Total population in Jefferson County,5337
Average income in Jefferson County,83642.0
Poverty rate in Jefferson County,7.1
Unemployment rate in Jefferson County,2.7
Total population in Jefferson County,4430
Average income in Jefferson County,84792.0
Poverty rate in Jefferson County,2.7
Unemployment rate in Jefferson County,1.8
Total population in Jefferson County,9853
Average income in Jefferson County,126808.0
Poverty rate in Jefferson County,1.1
Unemployment rate in Jefferson County,3.6
Total population in Lamar County,4572
Average income in Lamar County,29671.0
Poverty rate in Lamar County,32.7
Unemployment rate in Lamar County,7.6
Total population in Lamar County,5379
Average income in Lamar County,41064.0
Poverty rate in Lamar County,20.2
Unemployment rate in Lamar County,9.4
Total population in Lamar County,4070
Average income in Lamar County,39183.0
Poverty rate in Lamar County,15.8
Unemployment rate in Lamar County,6.0
Total population in Lauderdale County,1979
Average income in Lauderdale County,20341.0
Poverty rate in Lauderdale County,35.6
Unemployment rate in Lauderdale County,23.1
Total population in Lauderdale County,1996
Average income in Lauderdale County,20938.0
Poverty rate in Lauderdale County,42.4
Unemployment rate in Lauderdale County,4.9
Total population in Lauderdale County,983
Average income in Lauderdale County,14382.0
Poverty rate in Lauderdale County,50.6
Unemployment rate in Lauderdale County,12.9
Total population in Lauderdale County,3128
Average income in Lauderdale County,31726.0
Poverty rate in Lauderdale County,26.2
Unemployment rate in Lauderdale County,6.4
Total population in Lauderdale County,3132
Average income in Lauderdale County,29097.0
Poverty rate in Lauderdale County,36.2
Unemployment rate in Lauderdale County,5.2
Total population in Lauderdale County,1885
Average income in Lauderdale County,22829.0
Poverty rate in Lauderdale County,39.9
Unemployment rate in Lauderdale County,7.1
Total population in Lauderdale County,3952
Average income in Lauderdale County,35793.0
Poverty rate in Lauderdale County,22.6
Unemployment rate in Lauderdale County,13.2
Total population in Lauderdale County,6841
Average income in Lauderdale County,41311.0
Poverty rate in Lauderdale County,22.8
Unemployment rate in Lauderdale County,3.7
Total population in Lauderdale County,4707
Average income in Lauderdale County,35597.0
Poverty rate in Lauderdale County,23.6
Unemployment rate in Lauderdale County,6.8
Total population in Lauderdale County,6010
Average income in Lauderdale County,59418.0
Poverty rate in Lauderdale County,8.1
Unemployment rate in Lauderdale County,5.8
Total population in Lauderdale County,4260
Average income in Lauderdale County,44268.0
Poverty rate in Lauderdale County,4.3
Unemployment rate in Lauderdale County,3.6
Total population in Lauderdale County,4130
Average income in Lauderdale County,47292.0
Poverty rate in Lauderdale County,19.0
Unemployment rate in Lauderdale County,10.8
Total population in Lauderdale County,2239
Average income in Lauderdale County,40438.0
Poverty rate in Lauderdale County,13.6
Unemployment rate in Lauderdale County,5.5
Total population in Lauderdale County,6559
Average income in Lauderdale County,45781.0
Poverty rate in Lauderdale County,15.3
Unemployment rate in Lauderdale County,1.3
Total population in Lauderdale County,6778
Average income in Lauderdale County,56569.0
Poverty rate in Lauderdale County,9.1
Unemployment rate in Lauderdale County,7.7
Total population in Lauderdale County,5486
Average income in Lauderdale County,66618.0
Poverty rate in Lauderdale County,10.5
Unemployment rate in Lauderdale County,6.9
Total population in Lauderdale County,4754
Average income in Lauderdale County,50219.0
Poverty rate in Lauderdale County,12.7
Unemployment rate in Lauderdale County,5.8
Total population in Lauderdale County,4132
Average income in Lauderdale County,48147.0
Poverty rate in Lauderdale County,6.4
Unemployment rate in Lauderdale County,5.4
Total population in Lauderdale County,7074
Average income in Lauderdale County,73784.0
Poverty rate in Lauderdale County,10.6
Unemployment rate in Lauderdale County,5.0
Total population in Lauderdale County,4178
Average income in Lauderdale County,47135.0
Poverty rate in Lauderdale County,10.3
Unemployment rate in Lauderdale County,6.5
Total population in Lauderdale County,4670
Average income in Lauderdale County,40745.0
Poverty rate in Lauderdale County,11.5
Unemployment rate in Lauderdale County,9.8
Total population in Lauderdale County,3717
Average income in Lauderdale County,44981.0
Poverty rate in Lauderdale County,13.4
Unemployment rate in Lauderdale County,6.7
Total population in Lawrence County,1836
Average income in Lawrence County,50300.0
Poverty rate in Lawrence County,15.9
Unemployment rate in Lawrence County,8.2
Total population in Lawrence County,4177
Average income in Lawrence County,38083.0
Poverty rate in Lawrence County,19.9
Unemployment rate in Lawrence County,6.2
Total population in Lawrence County,5000
Average income in Lawrence County,45474.0
Poverty rate in Lawrence County,14.7
Unemployment rate in Lawrence County,9.2
Total population in Lawrence County,4378
Average income in Lawrence County,35735.0
Poverty rate in Lawrence County,25.1
Unemployment rate in Lawrence County,10.1
Total population in Lawrence County,5848
Average income in Lawrence County,44773.0
Poverty rate in Lawrence County,20.2
Unemployment rate in Lawrence County,7.1
Total population in Lawrence County,4883
Average income in Lawrence County,47277.0
Poverty rate in Lawrence County,12.6
Unemployment rate in Lawrence County,5.4
Total population in Lawrence County,1785
Average income in Lawrence County,43102.0
Poverty rate in Lawrence County,16.9
Unemployment rate in Lawrence County,8.6
Total population in Lawrence County,3328
Average income in Lawrence County,66765.0
Poverty rate in Lawrence County,6.7
Unemployment rate in Lawrence County,5.4
Total population in Lawrence County,2053
Average income in Lawrence County,38750.0
Poverty rate in Lawrence County,13.6
Unemployment rate in Lawrence County,3.9
Total population in Lee County,5644
Average income in Lee County,41509.0
Poverty rate in Lee County,31.4
Unemployment rate in Lee County,0.8
Total population in Lee County,2300
Average income in Lee County,29698.0
Poverty rate in Lee County,29.0
Unemployment rate in Lee County,2.9
Total population in Lee County,7274
Average income in Lee County,45923.0
Poverty rate in Lee County,32.8
Unemployment rate in Lee County,3.2
Total population in Lee County,9282
Average income in Lee County,86386.0
Poverty rate in Lee County,10.5
Unemployment rate in Lee County,3.1
Total population in Lee County,6171
Average income in Lee County,47896.0
Poverty rate in Lee County,26.3
Unemployment rate in Lee County,9.5
Total population in Lee County,711
Average income in Lee County,23482.0
Poverty rate in Lee County,37.1
Unemployment rate in Lee County,9.6
Total population in Lee County,4958
Average income in Lee County,24856.0
Poverty rate in Lee County,52.2
Unemployment rate in Lee County,6.5
Total population in Lee County,5533
Average income in Lee County,14786.0
Poverty rate in Lee County,77.0
Unemployment rate in Lee County,13.7
Total population in Lee County,2900
Average income in Lee County,10409.0
Poverty rate in Lee County,69.7
Unemployment rate in Lee County,9.0
Total population in Lee County,4214
Average income in Lee County,47165.0
Poverty rate in Lee County,24.3
Unemployment rate in Lee County,8.5
Total population in Lee County,5948
Average income in Lee County,24258.0
Poverty rate in Lee County,37.7
Unemployment rate in Lee County,4.9
Total population in Lee County,7840
Average income in Lee County,72333.0
